,Fullname,Teamname,Birthdate,Country,Height,Weight,pcs_url
855,Scott Thwaites,Team Dimension Data,19900212,Great Britain,1.78,69.0,https://www.procyclingstats.com/rider/scott-thwaites
856,Sean Bennett,Hagens Berman Axeon,19960331,United States,0.0,0.0,https://www.procyclingstats.com/rider/sean-bennett
857,Sean de Bie,Vérandas Willems-Crelan ,19911003,Belgium,1.73,65.0,https://www.procyclingstats.com/rider/sean-de-bie
858,Sebastián Henao,Team Sky,19930805,Colombia,1.71,57.0,https://www.procyclingstats.com/rider/sebastian-henao
859,Sebastian Langeveld,Team EF Education First-Drapac p/b Cannondale,19850117,Netherlands,1.78,67.0,https://www.procyclingstats.com/rider/sebastian-langeveld
860,Sebastian Schönberger,Wilier Triestina - Selle Italia,19940514,Austria,0.0,0.0,https://www.procyclingstats.com/rider/sebastian-schonberger
861,Sebastien Delfosse,WB Aqua Protect Veranclassic ,19821129,Belgium,1.87,73.0,https://www.procyclingstats.com/rider/sebastien-delfosse
862,Sebastien Reichenbach,Groupama - FDJ,19890528,Switzerland,1.78,64.0,https://www.procyclingstats.com/rider/sebastien-reichenbach
863,Senne Leysen,Vérandas Willems-Crelan ,19960318,Belgium,0.0,0.0,https://www.procyclingstats.com/rider/senne-leysen
864,Sep Vanmarcke,Team EF Education First-Drapac p/b Cannondale,19880728,Belgium,1.9,77.0,https://www.procyclingstats.com/rider/sep-vanmarcke
865,Sepp Kuss,Team LottoNL-Jumbo,19940913,United States,1.8,64.0,https://www.procyclingstats.com/rider/sepp-kuss
866,Serge Pauwels,Team Dimension Data,19831121,Belgium,1.78,65.0,https://www.procyclingstats.com/rider/serge-pauwels
867,Sergei Chernetski,Astana Pro Team,19900409,Russia,1.76,63.0,https://www.procyclingstats.com/rider/sergei-chernetski
868,Sergey Firsanov,Gazprom-RusVelo,19820703,Russia,1.72,58.0,https://www.procyclingstats.com/rider/sergey-firsanov
869,Sergey Lagutin,Gazprom-RusVelo,19810114,Russia,1.82,63.0,https://www.procyclingstats.com/rider/sergey-lagutin
870,Sergey Shilov,Gazprom-RusVelo,19880206,Russia,0.0,0.0,https://www.procyclingstats.com/rider/sergey-shilov
871,Serghei Tvetcov,UnitedHealthcare Pro Cycling Team,19881229,Romania,1.78,69.0,https://www.procyclingstats.com/rider/serghei-tvetcov
872,Sergio Andres Higuita,Manzana Postobon,19970801,Colombia,1.6600000000000001,57.0,https://www.procyclingstats.com/rider/sergio-higuita
873,Sergio Luis Henao,Team Sky,19871210,Colombia,1.69,61.0,https://www.procyclingstats.com/rider/sergio-luis-henao
874,Sergio Pardilla,Caja Rural - Seguros RGA,19840116,Spain,1.7000000000000002,65.0,https://www.procyclingstats.com/rider/sergio-pardilla
875,Sergio RodrÍguez,Euskadi - Murias ,19920222,Spain,0.0,0.0,https://www.procyclingstats.com/rider/sergio-rodriguez
876,Sergio Samitier,Euskadi - Murias ,19950831,Spain,0.0,0.0,https://www.procyclingstats.com/rider/sergio-samitier
877,Shane Archbold,Aqua Blue Sport,19890202,New Zealand,1.82,80.0,https://www.procyclingstats.com/rider/shane-archbold
878,Sho Hatsuyama,Nippo - Vini Fantini - Europa Ovini,19880817,Japan,0.0,0.0,https://www.procyclingstats.com/rider/sho-hatsuyama
879,Silvan Dillier,AG2R La Mondiale,19900803,Switzerland,1.83,75.0,https://www.procyclingstats.com/rider/silvan-dillier
880,Silvio Herklotz,Burgos-BH ,19940506,Germany,1.9,68.0,https://www.procyclingstats.com/rider/silvio-herklotz
881,Simon Clarke,Team EF Education First-Drapac p/b Cannondale,19860718,Australia,1.75,63.0,https://www.procyclingstats.com/rider/simon-clarke
882,Simon Gerrans,BMC Racing Team,19800516,Australia,1.69,62.0,https://www.procyclingstats.com/rider/simon-gerrans
883,Simon Geschke,Team Sunweb  ,19860313,Germany,1.7000000000000002,64.0,https://www.procyclingstats.com/rider/simon-geschke
884,Simon Sellier,Direct Energie,19950104,France,0.0,0.0,https://www.procyclingstats.com/rider/simon-sellier
885,Simon Spilak,Team Katusha - Alpecin,19860623,Slovenia,1.76,68.0,https://www.procyclingstats.com/rider/simon-spilak
886,Simon Yates,Mitchelton-Scott,19920807,Great Britain,1.72,59.0,https://www.procyclingstats.com/rider/simon-yates
887,Simone Andreetta,Bardiani - CSF,19930830,Italy,1.83,69.0,https://www.procyclingstats.com/rider/simone-andreetta
888,Simone Antonini,Wanty - Groupe Gobert,19910212,Italy,1.88,75.0,https://www.procyclingstats.com/rider/simone-antonini
889,Simone Bevilacqua,Wilier Triestina - Selle Italia,19970222,Italy,0.0,0.0,https://www.procyclingstats.com/rider/simone-bevilacqua
890,Simone Consonni,UAE-Team Emirates,19940912,Italy,1.65,60.0,https://www.procyclingstats.com/rider/simone-consonni
891,Simone Petilli,UAE-Team Emirates,19930504,Italy,1.78,63.0,https://www.procyclingstats.com/rider/simone-petilli
892,Simone Ponzi,Nippo - Vini Fantini - Europa Ovini,19870117,Italy,1.78,63.0,https://www.procyclingstats.com/rider/simone-ponzi
893,Simone Sterbini,Bardiani - CSF,19931211,Italy,1.92,67.0,https://www.procyclingstats.com/rider/simone-sterbini
894,Simone Velasco,Wilier Triestina - Selle Italia,19951202,Italy,0.0,0.0,https://www.procyclingstats.com/rider/simone-velasco
895,Sindre Skjøstad  Lunke,Team Fortuneo - Samsic,19930417,Norway,0.0,0.0,https://www.procyclingstats.com/rider/sindre-skjoestad-lunke
896,Sjoerd van Ginneken,Roompot - Nederlandse Loterij,19921106,Netherlands,1.85,72.0,https://www.procyclingstats.com/rider/sjoerd-van-ginneken
897,Sondre Holst Enger,Israel Cycling Academy,19931217,Norway,1.71,69.0,https://www.procyclingstats.com/rider/sondre-holst-enger
898,Sonny Colbrelli,Bahrain Merida Pro Cycling Team,19900517,Italy,1.76,71.0,https://www.procyclingstats.com/rider/sonny-colbrelli
899,Søren Kragh Andersen,Team Sunweb  ,19940810,Denmark,1.78,73.0,https://www.procyclingstats.com/rider/soren-kragh-andersen
900,Stan Godrie,Vérandas Willems-Crelan ,19930109,Netherlands,1.78,74.0,https://www.procyclingstats.com/rider/stan-godrie
901,Stef Clement,Team LottoNL-Jumbo,19820924,Netherlands,1.81,67.0,https://www.procyclingstats.com/rider/stef-clement
902,Stefan Denifl,Aqua Blue Sport,19870920,Austria,1.79,65.0,https://www.procyclingstats.com/rider/stefan-denifl
903,Stefan Küng,BMC Racing Team,19931116,Switzerland,1.9300000000000002,83.0,https://www.procyclingstats.com/rider/stefan-kung
904,Steff Cras,Team Katusha - Alpecin,19960213,Belgium,0.0,0.0,https://www.procyclingstats.com/rider/steff-cras
905,Stepan Kurianov,Gazprom-RusVelo,19961207,Russia,0.0,0.0,https://www.procyclingstats.com/rider/stepan-kurianov
906,Stephane Rossetto,"Cofidis, Solutions Crédits",19870406,France,1.8,66.0,https://www.procyclingstats.com/rider/stephane-rossetto
907,Stephen Clancy,Team Novo Nordisk,19920719,Ireland,1.71,63.0,https://www.procyclingstats.com/rider/stephen-clancy
908,Stephen Cummings,Team Dimension Data,19810319,Great Britain,1.8900000000000001,73.0,https://www.procyclingstats.com/rider/stephen-cummings
909,Steve Morabito,Groupama - FDJ,19830130,Switzerland,1.8599999999999999,74.0,https://www.procyclingstats.com/rider/steve-morabito
910,Steven Kruijswijk,Team LottoNL-Jumbo,19870607,Netherlands,1.78,66.0,https://www.procyclingstats.com/rider/steven-kruijswijk
911,Steven Lammertink,Vital Concept Cycling Club,19931204,Netherlands,1.76,68.0,https://www.procyclingstats.com/rider/steven-lammertink
912,Stijn Devolder,Vérandas Willems-Crelan ,19790829,Belgium,1.82,81.0,https://www.procyclingstats.com/rider/stijn-devolder
913,Stijn Steels,Vérandas Willems-Crelan ,19890821,Belgium,1.82,78.0,https://www.procyclingstats.com/rider/stijn-steels
914,Stijn Vandenbergh,AG2R La Mondiale,19840425,Belgium,1.99,85.0,https://www.procyclingstats.com/rider/stijn-vandenbergh
915,Svein Tuft,Mitchelton-Scott,19770509,Canada,1.75,77.0,https://www.procyclingstats.com/rider/svein-tuft
916,Sven Erik Bystrøm,UAE-Team Emirates,19920121,Norway,1.8900000000000001,72.0,https://www.procyclingstats.com/rider/sven-erik-bystrm
917,Sylvain Chavanel,Direct Energie,19790630,France,1.81,73.0,https://www.procyclingstats.com/rider/sylvain-chavanel
918,Szymon Sajnok,CCC Sprandi Polkowice ,19970824,Poland,0.0,0.0,https://www.procyclingstats.com/rider/szymon-sajnok
919,Taco van der Hoorn,Roompot - Nederlandse Loterij,19931204,Netherlands,1.87,75.0,https://www.procyclingstats.com/rider/taco-van-der-hoorn
920,Tanel Kangert,Astana Pro Team,19870311,Estonia,1.78,65.0,https://www.procyclingstats.com/rider/tanel-kangert
921,Tanguy Turgis,Vital Concept Cycling Club,19980516,France,0.0,0.0,https://www.procyclingstats.com/rider/tanguy-turgis
922,Tanner Putt,UnitedHealthcare Pro Cycling Team,19920421,United States,1.78,75.0,https://www.procyclingstats.com/rider/tanner-putt
923,Tao Geoghegan Hart,Team Sky,19950330,Great Britain,1.83,0.0,https://www.procyclingstats.com/rider/tao-geoghegan-hart
924,Taylor Eisenhart,Holowesko - Citadel p/b Arapahoe Resources,19940614,United States,0.0,0.0,https://www.procyclingstats.com/rider/taylor-eisenhart
925,Taylor Phinney,Team EF Education First-Drapac p/b Cannondale,19900627,United States,1.97,82.0,https://www.procyclingstats.com/rider/taylor-phinney
926,Tejay van Garderen,BMC Racing Team,19880812,United States,1.8599999999999999,72.0,https://www.procyclingstats.com/rider/tejay-van-garderen
927,Thibault Guernalec,noteam,19970731,France,0.0,0.0,https://www.procyclingstats.com/rider/thibault-guernalec
928,Thibaut Pinot,Groupama - FDJ,19900529,France,1.8,63.0,https://www.procyclingstats.com/rider/thibaut-pinot
929,Thomas Boudat,Direct Energie,19940224,France,1.75,67.0,https://www.procyclingstats.com/rider/thomas-boudat
930,Thomas De Gendt,Lotto Soudal,19861106,Belgium,1.77,69.0,https://www.procyclingstats.com/rider/thomas-de-gendt
931,Thomas Degand,Wanty - Groupe Gobert,19860513,Belgium,1.76,63.0,https://www.procyclingstats.com/rider/thomas-degand
932,Thomas Deruette,WB Aqua Protect Veranclassic ,19950706,Belgium,1.82,70.0,https://www.procyclingstats.com/rider/thomas-deruette
933,Thomas Revard,Hagens Berman Axeon,19971020,United States,0.0,0.0,https://www.procyclingstats.com/rider/thomas-revard
934,Thomas Scully,Team EF Education First-Drapac p/b Cannondale,19900114,New Zealand,1.88,85.0,https://www.procyclingstats.com/rider/thomas-scully
935,Thomas Sprengers,Sport Vlaanderen - Baloise,19900205,Belgium,1.77,60.0,https://www.procyclingstats.com/rider/thomas-sprengers
936,Tiago Machado,Team Katusha - Alpecin,19851018,Portugal,1.78,63.0,https://www.procyclingstats.com/rider/tiago-machado
937,Tiesj Benoot,Lotto Soudal,19940311,Belgium,1.9,72.0,https://www.procyclingstats.com/rider/tiesj-benoot
938,Tim Ariesen,Ningxia Sports Lottery - Livall Cycling team,19940320,Netherlands,1.82,70.0,https://www.procyclingstats.com/rider/tim-ariesen
939,Tim Declercq,Quick-Step Floors,19890321,Belgium,1.9,78.0,https://www.procyclingstats.com/rider/tim-declercq
940,Tim Merlier,Vérandas Willems-Crelan ,19921030,Belgium,1.85,74.0,https://www.procyclingstats.com/rider/tim-merlier
941,Tim Wellens,Lotto Soudal,19910510,Belgium,1.83,65.0,https://www.procyclingstats.com/rider/tim-wellens
942,Timo Roosen,Team LottoNL-Jumbo,19930111,Netherlands,1.94,75.0,https://www.procyclingstats.com/rider/timo-roosen
943,Timothy Dupont,Wanty - Groupe Gobert,19871101,Belgium,1.79,71.0,https://www.procyclingstats.com/rider/timothy-dupont
944,Tobias Ludvigsson,Groupama - FDJ,19910222,Sweden,1.94,76.0,https://www.procyclingstats.com/rider/tobias-ludvigsson
945,Tom Bohli,BMC Racing Team,19940117,Switzerland,1.83,71.0,https://www.procyclingstats.com/rider/tom-bohli
946,Tom Devriendt,Wanty - Groupe Gobert,19911029,Belgium,1.76,70.0,https://www.procyclingstats.com/rider/tom-devriendt
947,Tom Dumoulin,Team Sunweb  ,19901111,Netherlands,1.85,69.0,https://www.procyclingstats.com/rider/tom-dumoulin
948,Tom-Jelte Slagter,Team Dimension Data,19890701,Netherlands,1.69,58.0,https://www.procyclingstats.com/rider/tom-jelte-slagter
949,Tom Leezer,Team LottoNL-Jumbo,19851226,Netherlands,1.85,76.0,https://www.procyclingstats.com/rider/tom-leezer
950,Tom Stamsnijder,Team Sunweb  ,19850515,Netherlands,1.9100000000000001,76.0,https://www.procyclingstats.com/rider/tom-stamsnijder
951,Tom Van Asbroeck,Team EF Education First-Drapac p/b Cannondale,19900419,Belgium,1.82,69.0,https://www.procyclingstats.com/rider/tom-van-asbroeck
952,Tom Wirtgen,AGO-Aqua Service,19960304,Luxembourg,0.0,0.0,https://www.procyclingstats.com/rider/tom-wirtgen
953,Tomasz Marczynski,Lotto Soudal,19840306,Poland,1.8,69.0,https://www.procyclingstats.com/rider/tomasz-marczynski
954,Toms Skujiņš,Trek - Segafredo,19910615,Latvia,1.78,70.0,https://www.procyclingstats.com/rider/toms-skujins
955,Tony Gallopin,AG2R La Mondiale,19880524,France,1.8,70.0,https://www.procyclingstats.com/rider/tony-gallopin
956,Tony Martin,Team Katusha - Alpecin,19850423,Germany,1.85,75.0,https://www.procyclingstats.com/rider/tony-martin
957,Tosh Van der Sande,Lotto Soudal,19901128,Belgium,1.78,64.0,https://www.procyclingstats.com/rider/tosh-van-der-sande
958,Travis McCabe,UnitedHealthcare Pro Cycling Team,19890512,United States,0.0,0.0,https://www.procyclingstats.com/rider/travis-mccabe
959,Truls Korsaeth,Astana Pro Team,19930916,Norway,1.8599999999999999,84.0,https://www.procyclingstats.com/rider/truls-korsaeth
960,Tsgabu Grmay,Trek - Segafredo,19910825,Ethiopia,1.75,63.0,https://www.procyclingstats.com/rider/tsgabu-gebremaryam-grmay
961,Ty Magner,Rally Cycling,19910503,United States,0.0,0.0,https://www.procyclingstats.com/rider/ty-magner
962,Tyler Williams,Israel Cycling Academy,19941117,United States,1.8,73.0,https://www.procyclingstats.com/rider/tyler-williams
963,Umberto Orsini,Bardiani - CSF,19941206,Italy,0.0,0.0,https://www.procyclingstats.com/rider/umberto-orsini
964,Umberto Poli,Team Novo Nordisk,19960827,Italy,1.6800000000000002,0.0,https://www.procyclingstats.com/rider/umberto-poli
965,Valentin Madouas,Groupama - FDJ,19960712,France,0.0,0.0,https://www.procyclingstats.com/rider/valentin-madouas
966,Valerio Agnoli,Bahrain Merida Pro Cycling Team,19850106,Italy,1.78,72.0,https://www.procyclingstats.com/rider/valerio-agnoli
967,Valerio Conti,UAE-Team Emirates,19930330,Italy,1.72,60.0,https://www.procyclingstats.com/rider/valerio-conti
968,Vasil Kiryienka,Team Sky,19810628,Belarus,1.82,69.0,https://www.procyclingstats.com/rider/vasil-kiryienka
969,Vegard Stake Laengen,UAE-Team Emirates,19890207,Norway,1.9500000000000002,80.0,https://www.procyclingstats.com/rider/vegard-stake-laengen
970,Viacheslav Kuznetsov,Team Katusha - Alpecin,19890624,Russia,1.8399999999999999,70.0,https://www.procyclingstats.com/rider/viacheslav-kuznetsov
971,Victor Campenaerts,Lotto Soudal,19911028,Belgium,1.73,72.5,https://www.procyclingstats.com/rider/victor-campenaerts
972,Víctor De La Parte,Movistar Team,19860622,Spain,1.81,66.0,https://www.procyclingstats.com/rider/victor-de-la-parte
973,Victor Lafay,noteam,19960117,France,0.0,0.0,https://www.procyclingstats.com/rider/victor-lafay
974,Victor Langellotti,Burgos-BH ,19950607,Monaco,0.0,0.0,https://www.procyclingstats.com/rider/victor-langellotti
975,Vincenzo Albanese,Bardiani - CSF,19961112,Italy,1.75,70.0,https://www.procyclingstats.com/rider/vincenzo-albanese
976,Vincenzo Nibali,Bahrain Merida Pro Cycling Team,19841114,Italy,1.81,65.0,https://www.procyclingstats.com/rider/vincenzo-nibali
977,Warren Barguil,Team Fortuneo - Samsic,19911028,France,1.83,60.0,https://www.procyclingstats.com/rider/warren-barguil
978,Wesley Kreder,Wanty - Groupe Gobert,19901104,Netherlands,1.83,70.0,https://www.procyclingstats.com/rider/wesley-kreder
979,Wilco Kelderman,Team Sunweb  ,19910325,Netherlands,1.85,65.0,https://www.procyclingstats.com/rider/wilco-kelderman
980,William Barta,Hagens Berman Axeon,19960104,United States,0.0,0.0,https://www.procyclingstats.com/rider/william-barta
981,William Bonnet,Groupama - FDJ,19820625,France,1.85,78.0,https://www.procyclingstats.com/rider/william-bonnet
982,William Clarke,Team EF Education First-Drapac p/b Cannondale,19850411,Australia,1.92,81.0,https://www.procyclingstats.com/rider/william-clarke
983,Willie Smit,Team Katusha - Alpecin,19921229,South Africa,0.0,0.0,https://www.procyclingstats.com/rider/willie-smit
984,Wilmar Paredes,Manzana Postobon,19960427,Colombia,1.79,66.0,https://www.procyclingstats.com/rider/wilmar-paredes
985,Winner Anacona,Movistar Team,19880811,Colombia,1.79,65.0,https://www.procyclingstats.com/rider/winner-anacona
986,Wout Poels,Team Sky,19871001,Netherlands,1.83,66.0,https://www.procyclingstats.com/rider/wout-poels
987,Wout Van Aert,Vérandas Willems-Crelan ,19940915,Belgium,1.87,70.0,https://www.procyclingstats.com/rider/wout-van-aert
988,Wouter Wippert,Roompot - Nederlandse Loterij,19900814,Netherlands,1.78,75.0,https://www.procyclingstats.com/rider/wouter-wippert
989,Xandro Meurisse,Wanty - Groupe Gobert,19920131,Belgium,0.0,0.0,https://www.procyclingstats.com/rider/xandro-meurisse
990,Yannick Martinez,Delko Marseille Provence KTM,19880504,France,1.76,69.0,https://www.procyclingstats.com/rider/yannick-martinez
991,Yannis Yssaad,Caja Rural - Seguros RGA,19930625,France,0.0,0.0,https://www.procyclingstats.com/rider/yannis-yssaad
992,Yecid Arturo Sierra,Manzana Postobon,19940816,Colombia,1.8399999999999999,66.0,https://www.procyclingstats.com/rider/yecid-sierra
993,Yevgeniy Gidich,Astana Pro Team,19960519,Kazakhstan,0.0,0.0,https://www.procyclingstats.com/rider/yevgeniy-gidich
994,Yoann Bagot,Vital Concept Cycling Club,19870906,France,1.82,65.0,https://www.procyclingstats.com/rider/yoann-bagot
995,Yoann Offredo,Wanty - Groupe Gobert,19861112,France,1.8900000000000001,68.0,https://www.procyclingstats.com/rider/yoann-offredo
996,Yohann Gene,Direct Energie,19810625,France,1.75,67.0,https://www.procyclingstats.com/rider/yohann-gene
997,Yousef Mohamed Mirza,UAE-Team Emirates,19881008,United Arab Emirates,1.76,73.0,https://www.procyclingstats.com/rider/yousef-mohamed-mirza
998,Yukiya Arashiro,Bahrain Merida Pro Cycling Team,19840922,Japan,1.7000000000000002,64.0,https://www.procyclingstats.com/rider/yukiya-arashiro
999,Yves Lampaert,Quick-Step Floors,19910410,Belgium,1.8,75.0,https://www.procyclingstats.com/rider/yves-lampaert
1000,Zakkari Dempster,Israel Cycling Academy,19870927,Australia,1.9,77.0,https://www.procyclingstats.com/rider/zakkari-dempster
1001,Zdenek Stybar,Quick-Step Floors,19851211,Czech Republic,1.83,71.0,https://www.procyclingstats.com/rider/zdenek-stybar
1002,Zeke Mostov,Hagens Berman Axeon,19960730,United States,0.0,0.0,https://www.procyclingstats.com/rider/zeke-mostov
1003,Zhandos Bizhigitov,Astana Pro Team,19910610,Kazakhstan,1.9300000000000002,76.0,https://www.procyclingstats.com/rider/zhandos-bizhigitov
1004,Zico Waeytens,Vérandas Willems-Crelan ,19910929,Belgium,1.8,67.0,https://www.procyclingstats.com/rider/zico-waeytens
